FUND,,Security Code,Name of Security,Quantity (Share),Buy/Sell,Broker,Trade Date,Settlement Date,Avg. Dealing Price
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,37700.0,Sell,HAITONG SECURITIES CO LTD,2015-01-19,2015-01-21,25.5886
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3836.0,CHINA HARMONY AUTO HOLDING LTD,150000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-19,2015-01-21,5.4228
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,207000.0,Sell,HAITONG SECURITIES CO LTD,2015-01-19,2015-01-21,2.9292
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,489.0,DONGFENG MOTOR GROUP CO LTD,500000.0,Buy,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,11.3809
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1816.0,CGN POWER CO LTD,2000000.0,Buy,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,3.1368
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82.0,V1 GROUP LTD,2000000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,0.6004
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1889000.0,Sell,UBS SECURITIES LLC,2015-01-20,2015-01-22,3.1065
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916.0,CHINA LONGYUAN POWER GROUP CORP,2483000.0,Sell,UBS SECURITIES LLC,2015-01-20,2015-01-22,8.5056
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068.0,CHINA YURUN FOOD GROUP LTD,400000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,3.0041
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1115.0,TIBET 5100 WATER RESOURCES HOLDINGS LTD,10000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,2.64
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900.0,CHINA ITS HOLDINGS CO LTD,300000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,0.9903
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3836.0,CHINA HARMONY AUTO HOLDING LTD,80500.0,Sell,UBS SECURITIES LLC,2015-01-20,2015-01-22,5.3568
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,300000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-20,2015-01-22,3.0135
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388.0,HONG KONG EXCHANGES & CLEARING LTD,50000.0,Buy,HAITONG SECURITIES CO LTD,2015-01-21,2015-01-23,177.305
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700.0,TENCENT HOLDINGS LTD,200000.0,Buy,HAITONG SECURITIES CO LTD,2015-01-21,2015-01-23,128.445
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1093.0,CSPC PHARMACEUTICAL GROUP LTD,1216000.0,Buy,HAITONG SECURITIES CO LTD,2015-01-21,2015-01-23,6.7376
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313.0,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,20000.0,Buy,HAITONG SECURITIES CO LTD,2015-01-21,2015-01-23,27.3
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2000000.0,Sell,CITIGROUP,2015-01-21,2015-01-23,3.1232
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916.0,CHINA LONGYUAN POWER GROUP CORP,5107000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-21,2015-01-23,8.537
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-21,2015-01-23,2.474
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018.0,AAC TECHNOLOGIES HOLDINGS INC,100000.0,Sell,HAITONG SECURITIES CO LTD,2015-01-21,2015-01-23,47.986
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1645000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-22,2015-01-26,3.1112
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,754.0,HOPSON DEVELOPMENT HOLDINGS LIMITED,54000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-22,2015-01-26,7.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816.0,HUADIAN FUXIN ENERGY CORP LTD,1000000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-22,2015-01-26,3.745
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916.0,CHINA LONGYUAN POWER GROUP CORP,2996000.0,Sell,UBS SECURITIES LLC,2015-01-22,2015-01-26,8.6434
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018.0,AAC TECHNOLOGIES HOLDINGS INC,100000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-22,2015-01-26,46.4013
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357.0,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,1000000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-22,2015-01-26,5.1822
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,79000.0,Sell,ESSENCE INTERNATIONAL SEC,2015-01-22,2015-01-26,3.2132
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939.0,CHINA CONSTRUCTION BANK CORP,3000000.0,Buy,SHENYIN WANGUO,2015-01-23,2015-01-27,6.4844
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1093.0,CSPC PHARMACEUTICAL GROUP LTD,600000.0,Buy,SHENYIN WANGUO,2015-01-23,2015-01-27,6.7107
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1971000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-23,2015-01-27,3.1094
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,754.0,HOPSON DEVELOPMENT HOLDINGS LIMITED,120000.0,Sell,SHENYIN WANGUO,2015-01-23,2015-01-27,7.1315
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816.0,HUADIAN FUXIN ENERGY CORP LTD,1000000.0,Sell,SHENYIN WANGUO,2015-01-23,2015-01-27,3.7458
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,916.0,CHINA LONGYUAN POWER GROUP CORP,1463000.0,Sell,CITIGROUP,2015-01-23,2015-01-27,8.7855
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CHINA CONSTRUCTION BANK,2015-01-23,2015-01-27,2.444
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,234000.0,Sell,SHENYIN WANGUO,2015-01-23,2015-01-27,3.2022
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384.0,CHINA GAS HOLDINGS LTD,600000.0,Sell,CITIGROUP,2015-01-27,2015-01-29,11.9316
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,497000.0,Sell,CITIGROUP,2015-01-27,2015-01-29,3.119
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1068.0,CHINA YURUN FOOD GROUP LTD,200000.0,Sell,CITIGROUP,2015-01-27,2015-01-29,3.1243
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CITIGROUP,2015-01-27,2015-01-29,2.416
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357.0,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,600000.0,Sell,CITIGROUP,2015-01-27,2015-01-29,5.002
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,11900.0,Sell,CITIGROUP,2015-01-27,2015-01-29,23.8012
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,48100.0,Sell,CITIGROUP,2015-01-27,2015-01-29,23.8012
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1071.0,HUADIAN POWER INTL CORP LTD,1376000.0,Buy,CITIGROUP,2015-01-28,2015-01-30,6.7085
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1500000.0,Sell,CITIGROUP,2015-01-28,2015-01-30,3.1098
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CITIGROUP,2015-01-28,2015-01-30,2.384
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1071.0,HUADIAN POWER INTERNATIONAL CORP LTD,704000.0,Buy,CITIGROUP,2015-01-29,2015-02-02,6.721
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,32500.0,Sell,CITIGROUP,2015-01-29,2015-02-02,3.105
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,612500.0,Sell,CITIGROUP,2015-01-29,2015-02-02,3.105
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,816.0,HUADIAN FUXIN ENERGY CORP LTD,200000.0,Sell,CITIGROUP,2015-01-29,2015-02-02,3.7
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,28000.0,Sell,CITIGROUP,2015-01-29,2015-02-02,2.3539
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,27000.0,Sell,CITIGROUP,2015-01-29,2015-02-02,3.15
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384.0,CHINA GAS HOLDINGS LTD,1000000.0,Sell,CITIGROUP,2015-01-30,2015-02-03,12.0137
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384.0,CHINA GAS HOLDINGS LTD,1000000.0,Sell,CITIGROUP,2015-01-30,2015-02-03,12.0034
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2000000.0,Sell,CITIGROUP,2015-01-30,2015-02-03,3.1112
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CITIGROUP,2015-01-30,2015-02-03,2.3335
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,203000.0,Sell,BANK OF AMERICA MERRILL,2015-02-02,2015-02-04,3.1025
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,BANK OF AMERICA MERRILL,2015-02-02,2015-02-04,2.328
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,489.0,DONGFENG MOTOR GROUP CO LTD,168000.0,Buy,BANK OF AMERICA MERRILL,2015-02-03,2015-02-05,11.12
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570.0,WINTEAM PHARMACEUTICAL GROUP LTD,568000.0,Buy,BANK OF AMERICA MERRILL,2015-02-03,2015-02-05,5.1435
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939.0,CHINA CONSTRUCTION BANK CORP,3000000.0,Buy,BANK OF AMERICA MERRILL,2015-02-03,2015-02-05,6.1869
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,30000.0,Sell,BANK OF AMERICA MERRILL,2015-02-03,2015-02-05,2.326
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570.0,WINTEAM PHARMACEUTICAL GROUP LTD,402800.0,Buy,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,5.144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570.0,WINTEAM PHARMACEUTICAL GROUP LTD,1021200.0,Buy,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,5.144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939.0,CHINA CONSTRUCTION BANK CORP,1600000.0,Buy,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,6.285
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1099.0,SINOPHARM GROUP CO,500000.0,Buy,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,28.052
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1109.0,CHINA RESOURCES LAND LTD,900000.0,Buy,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,19.804
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1044.0,HENGAN INTERNATIONAL GROUP CO LTD,20500.0,Sell,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,92.0463
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,44000.0,Sell,BANK OF AMERICA MERRILL,2015-02-04,2015-02-06,2.3575
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,570.0,WINTEAM PHARMACEUTICAL GROUP LTD,50000.0,Buy,BANK OF AMERICA MERRILL,2015-02-05,2015-02-09,4.98
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1044.0,HENGAN INTERNATIONAL GROUP CO LTD,60000.0,Sell,BANK OF AMERICA MERRILL,2015-02-05,2015-02-09,91.6752
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941.0,CHINA MOBILE LTD,49000.0,Sell,BANK OF AMERICA MERRILL,2015-02-06,2015-02-10,106.501
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,BANK OF AMERICA MERRILL,2015-02-09,2015-02-11,2.353
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1099.0,SINOPHARM GROUP CO,52000.0,Buy,HAITONG SECURITIES CO LTD,2015-02-10,2015-02-12,27.2981
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82.0,V1 GROUP LTD,750000.0,Sell,HAITONG SECURITIES CO LTD,2015-02-10,2015-02-12,0.58
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,981.0,SEMICONDUCTOR MANUFACTURING INTL CORP,4000000.0,Sell,HAITONG SECURITIES CO LTD,2015-02-10,2015-02-12,0.717
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313.0,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,110000.0,Sell,HAITONG SECURITIES CO LTD,2015-02-10,2015-02-12,29.0641
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313.0,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD,110000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-11,2015-02-13,29.2232
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939.0,CHINA CONSTRUCTION BANK CORP,3000000.0,Buy,CHINA CONSTRUCTION BANK,2015-02-12,2015-02-16,6.3297
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,17000000.0,Buy,CHINA CONSTRUCTION BANK,2015-02-16,2015-02-23,5.8041
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,74000.0,Sell,JP MORGAN SECURITIES PLC,2015-02-16,2015-02-23,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,8733000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-17,2015-02-24,5.8842
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,4199400.0,Sell,CHINA CONSTRUCTION BANK,2015-02-18,2015-02-24,5.8882
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,169400.0,Sell,CHINA MERCHANTS SECS HK,2015-02-23,2015-02-25,3.2084
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,2024600.0,Sell,CHINA MERCHANTS SECS HK,2015-02-23,2015-02-25,3.2084
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,1625600.0,Sell,CHINA CONSTRUCTION BANK,2015-02-23,2015-02-25,6.1217
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299.0,AIA GROUP LTD,500000.0,Buy,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,45.4063
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82.0,V1 GROUP LTD,646000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,0.66
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,16200.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,4.8329
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,40000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,4.865
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,983800.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,4.8329
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,35200.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,353800.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,123000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-24,2015-02-26,3.5655
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6823.0,HKT TRUST/HKT LTD,1500000.0,Buy,CHINA CONSTRUCTION BANK,2015-02-25,2015-02-27,10.1739
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,82.0,V1 GROUP LTD,1800000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-25,2015-02-27,0.63
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,1161000.0,Sell,UBS SECURITIES LLC,2015-02-25,2015-02-27,3.201
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900.0,CHINA ITS HOLDINGS CO LTD,500000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-25,2015-02-27,1.0406
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,7000.0,Sell,CHINA CONSTRUCTION BANK,2015-02-25,2015-02-27,23.45
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,640000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-26,2015-03-02,4.9539
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,961000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-26,2015-03-02,3.2102
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,15000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-26,2015-03-02,2.35
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,1000000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-27,2015-03-03,4.9633
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,75000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-27,2015-03-03,3.21
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900.0,CHINA ITS HOLDINGS CO LTD,500000.0,Sell,CHINA MERCHANTS SECS HK,2015-02-27,2015-03-03,1.0564
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,1000000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-02,2015-03-04,5.0327
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579.0,BEIJING JINGNENG CLEAN ENERGY CO LTD,2000000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-02,2015-03-04,3.3834
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,500000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-02,2015-03-04,6.9088
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900.0,CHINA ITS HOLDINGS CO LTD,500000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-02,2015-03-04,1.0611
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182.0,CHINA WINDPOWER GROUP LTD,3000000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,0.49
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,330000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,5.0652
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384.0,CHINA GAS HOLDINGS LTD,300000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,13.1
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579.0,BEIJING JINGNENG CLEAN ENERGY CO LTD,672000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,3.4421
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579.0,BEIJING JINGNENG CLEAN ENERGY CO LTD,678000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,3.4421
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,606.0,CHINA AGRI-INDUSTRIES HOLDINGS LTD,171000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,3.2
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1370.0,HENGSHI MINING INVESTMENTS LTD,20000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,2.3375
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1900.0,CHINA ITS HOLDINGS CO LTD,210000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-03,2015-03-05,1.07
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6823.0,HKT TRUST/HKT LTD,50000.0,Buy,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,10.196
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,1000000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,5.0233
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,384.0,CHINA GAS HOLDINGS LTD,300000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,12.7359
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,579.0,BEIJING JINGNENG CLEAN ENERGY CO LTD,902000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,3.3076
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,500000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,6.8844
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6899.0,OURGAME INTERNATIONAL HOLDINGS LTD,200000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-04,2015-03-06,3.6285
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,489.0,DONGFENG MOTOR GROUP CO LTD,800000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-05,2015-03-09,12.1417
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2357.0,AVICHINA INDUSTRY & TECHNOLOGY CO LTD,500000.0,Sell,CHINA MERCHANTS SECS HK,2015-03-05,2015-03-09,5.1572
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388.0,HONG KONG EXCHANGES & CLEARING LTD,50000.0,Buy,CHINA MERCHANTS SECS HK,2015-03-06,2015-03-10,176.91
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1109.0,CHINA RESOURCES LAND LTD,386000.0,Buy,CHINA MERCHANTS SECS HK,2015-03-06,2015-03-10,19.7883
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1336.0,NEW CHINA LIFE INSURANCE CO LTD,157400.0,Buy,CHINA MERCHANTS SECS HK,2015-03-06,2015-03-10,40.2502
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601.0,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,685000.0,Buy,CHINA MERCHANTS SECS HK,2015-03-06,2015-03-10,37.6725
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1310.0,HKBN LTD,3484000.0,Buy,JP Morgan,2015-03-05,2015-03-12,9.0
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,70000.0,Sell,CHINA CONSTRUCTION BANK,2015-03-09,2015-03-11,24.8015
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601.0,CHINA PACIFIC INSURANCE (GROUP) COMPANY LTD,400000.0,Buy,BOCI SECURITIES,2015-03-11,2015-03-13,36.3425
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,642000.0,Sell,BOCI SECURITIES,2015-03-11,2015-03-13,4.9075
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,242000.0,Sell,BOCI SECURITIES,2015-03-12,2015-03-16,4.8021
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299.0,AIA GROUP LTD,300000.0,Buy,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,46.835
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182.0,CHINA WINDPOWER GROUP LTD,2513600.0,Sell,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,0.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,182.0,CHINA WINDPOWER GROUP LTD,2486400.0,Sell,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,0.5
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,337.0,GREENLAND HONG KONG HOLDINGS LTD,1000000.0,Sell,BOCI SECURITIES,2015-03-13,2015-03-17,4.7424
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,967.0,SOUND GLOBAL LTD,400000.0,Sell,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,7.0
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2018.0,AAC TECHNOLOGIES HOLDINGS INC,70000.0,Sell,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,53.7511
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3636.0,POLY CULTURE GROUP CORP LTD,50000.0,Sell,HAITONG SECURITIES CO LTD,2015-03-13,2015-03-17,23.9065
